timestamp,emg1,emg2,emg3,emg4,emg5,emg6,emg7,emg8
1511948398724450 ,-2,-5,-33,-11,-10,-10,-3,-2
1511948398724450 ,1,2,7,3,6,7,1,-1
1511948398739490 ,-3,-3,6,3,-1,2,-1,-2
1511948398739490 ,1,1,3,13,-2,-10,-5,-2
1511948398745510 ,-3,-3,10,-7,-7,-3,-2,-2
1511948398745510 ,0,-1,-2,-5,6,4,-2,-2
1511948398761550 ,-3,-1,-8,4,0,3,1,-2
1511948398761550 ,-1,-1,-7,-3,-8,-2,1,0
1511948398769070 ,0,0,15,1,11,3,-1,-1
1511948398769070 ,-3,-2,-12,4,1,-4,-3,-3
1511948398792130 ,-3,-6,-10,-21,-3,-2,1,1
1511948398792130 ,-1,-2,1,10,0,2,-2,-1
1511948398798150 ,-1,2,1,-4,-3,-2,0,-1
1511948398798150 ,-2,0,1,1,-6,5,-3,0
1511948398807170 ,0,2,5,-7,1,-7,-3,-1
1511948398807170 ,-3,-7,-12,-16,-2,-5,-2,-4
1511948398813690 ,1,-2,-7,0,-6,-5,-1,-2
1511948398813690 ,-1,0,3,3,2,-1,0,0
1511948398820710 ,0,0,5,-1,-1,-4,-3,-2
1511948398820710 ,2,1,4,11,3,2,0,0
1511948398828730 ,0,2,5,-2,10,5,1,0
1511948398828730 ,-1,-3,-3,-17,-11,-5,0,-1
1511948398851790 ,-2,-3,-13,6,0,-7,-3,-2
1511948398851790 ,-2,-5,-6,-19,3,-1,0,-1
1511948398852290 ,-2,3,-6,-5,-3,2,0,-2
1511948398852290 ,-2,-5,1,18,-4,-7,-3,0
1511948398866030 ,0,1,11,-13,11,4,-3,-1
1511948398866030 ,1,1,-1,5,-7,5,3,-2
1511948398867030 ,-1,0,3,-13,1,-2,-2,0
1511948398867030 ,0,-1,-8,9,-1,-4,-1,-1
1511948398881570 ,-2,-2,-4,-1,2,-3,-5,-1
1511948398881570 ,-3,-1,-2,-8,-11,-2,-2,-2
1511948398888590 ,2,0,5,2,2,0,0,0
1511948398888590 ,-1,1,7,-8,-4,-7,-1,-1
1511948398912650 ,-2,-3,-17,-8,0,-2,-3,-2
1511948398912650 ,-1,4,0,6,4,2,2,-1
1511948398913650 ,-1,-4,-2,-4,-24,-7,0,-1
1511948398913650 ,-2,-3,2,1,15,6,0,0
1511948398919170 ,-1,-3,-4,5,-7,-1,1,-2
1511948398919170 ,-3,1,9,-10,6,0,-2,-2
1511948398925250 ,-2,0,-8,8,-1,-5,-3,-1
1511948398925250 ,-2,-2,-2,-8,-6,-3,-1,-1
1511948398950750 ,-1,0,-8,9,-7,4,0,0
1511948398950750 ,-2,-4,-2,-5,-2,-6,-1,-1
1511948398951250 ,-1,-1,4,-4,0,-5,-1,-3
1511948398951250 ,-1,-1,-1,2,-2,1,-1,-3
1511948398963310 ,-3,-1,1,-6,0,5,-1,0
1511948398963310 ,-1,0,-2,9,-7,-6,-1,-1
1511948398964290 ,-3,-5,2,-10,7,1,0,-1
1511948398964290 ,-3,1,-8,-3,-4,-3,-1,-2
1511948398979330 ,-3,-5,-2,-5,1,-2,-1,-3
1511948398979330 ,-2,1,-6,-9,-12,-2,-4,-2
1511948398985400 ,1,2,2,14,3,-2,0,1
1511948398985400 ,0,0,6,-4,4,0,-1,1
1511948399000450 ,0,-1,0,5,-4,-4,-2,-1
1511948399000450 ,-1,1,-1,-13,4,1,-2,-2
1511948399008400 ,-2,-5,-1,-1,0,-1,-2,-4
1511948399008400 ,-2,-2,14,5,-13,1,0,-2
1511948399023470 ,-2,-3,-19,-6,0,-9,-1,-1
1511948399023470 ,-1,-3,-3,-6,4,-2,-2,-1
1511948399024450 ,-3,3,9,15,-3,0,-3,-1
1511948399024450 ,0,-4,0,5,-2,0,-3,-1
1511948399037980 ,-3,-1,8,3,-4,-3,1,-2
1511948399037980 ,0,-3,-8,-24,-6,-2,-1,-1
1511948399045540 ,-1,-3,-14,0,0,9,1,-2
1511948399045540 ,-3,-2,-5,10,0,0,1,0
1511948399060570 ,-1,2,4,-7,0,-11,-5,-2
1511948399060570 ,-1,1,1,0,-12,0,-1,-2
1511948399068630 ,-1,2,7,11,5,-3,-1,-1
1511948399068630 ,-1,-1,-7,-2,2,1,-2,-2
1511948399083670 ,-1,-4,-2,-10,-1,0,-2,-1
1511948399083670 ,-3,-3,1,-16,2,1,-1,-1
1511948399084100 ,1,1,-2,3,-22,-2,0,0
1511948399084100 ,-3,-3,-7,12,6,-7,-3,-2
1511948399098140 ,-2,-2,2,-13,-6,2,1,1
1511948399098140 ,-1,-5,-5,5,16,0,-3,-1
1511948399105170 ,-1,2,5,-3,-3,0,-1,-2
1511948399105170 ,-2,-1,-2,-15,-10,-6,-1,-2
1511948399121710 ,-1,-2,-1,8,-3,-4,-1,-3
1511948399121710 ,-2,-3,3,4,-8,4,0,1
1511948399128770 ,0,-2,-14,-12,13,-2,-2,0
1511948399128770 ,0,2,-1,-9,-9,-6,-1,-2
1511948399143760 ,-3,-3,-4,1,0,-1,-4,-3
1511948399143760 ,0,2,6,9,4,-13,-2,0
1511948399144270 ,-1,0,6,7,7,6,0,-1
1511948399144270 ,-2,-6,-14,8,11,4,-2,-1
1511948399157870 ,-1,-2,2,-12,-16,-2,-3,-1
1511948399157870 ,-1,-7,-7,-17,2,6,8,-1
1511948399165390 ,0,-3,3,25,-2,-4,-3,-1
1511948399165390 ,-2,1,17,-10,-10,-3,-3,-2
1511948399180360 ,-2,0,-9,4,0,-2,-1,-1
1511948399180360 ,-1,0,8,-3,7,6,-3,-2
1511948399188380 ,-1,-2,-22,-18,4,0,0,0
1511948399188380 ,0,-1,-2,4,-4,-7,-2,-1
1511948399202990 ,-2,-3,1,16,1,-7,-1,-1
1511948399202990 ,0,2,4,-3,3,3,-1,-1
1511948399211010 ,-1,1,6,-15,-7,-1,-2,-2
1511948399211010 ,-1,-3,-11,5,-1,3,-2,-1
1511948399225980 ,0,0,9,19,-4,-5,-1,0
1511948399225980 ,-2,-2,-12,15,9,-6,-3,-2
1511948399226990 ,0,-1,-1,-26,-10,-2,-1,-2
1511948399226990 ,-3,-3,-8,8,14,-1,-1,-3
1511948399240540 ,-2,-5,8,-12,0,-1,-3,-4
1511948399240540 ,0,-1,-4,23,-1,7,0,1
1511948399248610 ,-2,2,3,-1,1,-5,-2,-3
1511948399248610 ,-2,-3,0,-22,-19,-2,-3,-2
1511948399263080 ,-2,-6,-18,0,3,-1,0,1
1511948399263080 ,-1,-1,-8,2,-9,-6,-3,-2
1511948399271100 ,-1,-2,-1,22,3,-4,-1,0
1511948399271100 ,0,-1,15,12,-1,-1,-1,-1
1511948399278120 ,1,0,-13,-70,-10,0,-1,-3
1511948399278120 ,1,-1,0,18,-2,3,0,-1
1511948399285150 ,0,0,3,15,1,-3,0,-1
1511948399285150 ,-1,-2,-3,-15,-3,-2,-1,-3
1511948399300180 ,-2,-1,7,20,-3,1,0,-2
1511948399300180 ,-1,-4,-13,-30,-5,-6,-2,-3
1511948399308710 ,-1,0,1,-5,1,5,0,-1
1511948399308710 ,0,-3,-7,-28,-7,-7,-1,0
1511948399322750 ,-5,-1,10,23,-5,-2,-2,-2
1511948399322750 ,-3,-2,-3,18,-2,-5,-1,-1
1511948399331260 ,-2,0,3,-1,16,7,-1,0
1511948399331260 ,-2,-2,-11,3,-13,1,-3,-1
1511948399337780 ,-1,-3,-9,-59,11,4,-1,-2
1511948399337780 ,-2,0,9,40,7,1,-1,-2
1511948399345310 ,-1,-3,-1,-17,-5,-5,-1,-2
1511948399345310 ,0,-2,3,11,2,-4,-3,-2
1511948399360350 ,-2,-1,4,-1,-6,-4,-1,-2
1511948399360350 ,0,0,2,-5,0,9,-1,0
1511948399368360 ,0,1,-3,-10,-7,-3,-1,-2
1511948399368360 ,-2,-2,-15,-12,-2,-6,-3,-2
1511948399382910 ,-4,-2,-1,19,-4,0,-2,-1
1511948399382910 ,-2,-2,1,-1,5,-5,-2,-2
1511948399390930 ,-3,-2,4,-17,-7,-3,-3,1
1511948399390930 ,-1,3,7,39,-9,-2,0,1
1511948399405970 ,-1,-2,-2,-4,6,-2,-2,0
1511948399405970 ,-3,-2,-3,-36,-4,3,0,-1
1511948399406960 ,-1,-1,-1,-1,-16,-6,0,1
1511948399406960 ,-1,-2,-3,2,8,0,0,-1
1511948399436540 ,-3,0,-1,11,-5,-5,-3,-1
1511948399436540 ,0,-1,-4,-6,-4,-5,-3,-3
1511948399437550 ,-1,-2,-7,14,-11,-1,1,-2
1511948399437550 ,-1,-2,-6,-21,7,-2,-1,0
1511948399442560 ,-1,0,12,20,-10,-1,-1,-1
1511948399442560 ,-3,-2,-3,10,-4,-5,-4,-2
1511948399451140 ,-1,-2,-1,21,9,5,0,-2
1511948399451140 ,-1,0,-1,-19,0,1,-1,-1
1511948399466150 ,-2,-3,-24,-9,0,1,-1,-2
1511948399466150 ,1,-1,-4,-4,2,-4,-2,-2
1511948399466620 ,-1,0,11,2,-1,-2,-2,-1
1511948399466620 ,-3,-5,-21,-4,-8,4,0,-1
1511948399480220 ,-2,-4,0,-7,-4,-5,-2,-1
1511948399480220 ,-3,-2,1,5,-5,-6,0,0
1511948399488680 ,0,-2,0,-15,4,5,0,-1
1511948399488680 ,-2,-3,9,12,-2,-5,-1,-3
1511948399502790 ,-2,0,-7,-9,1,3,-1,-3
1511948399502790 ,-1,-4,-5,5,0,-6,-4,-2
1511948399511270 ,-1,3,7,5,5,-2,-1,-1
1511948399511270 ,-1,-6,-7,-11,1,-4,0,-1
1511948399525850 ,-1,-1,1,-1,-4,0,-1,-2
1511948399525850 ,-2,3,2,-5,-2,1,1,-1
1511948399533370 ,-2,-5,-9,-28,-1,-4,-1,-1
1511948399533370 ,0,0,3,23,15,3,-1,0
1511948399540350 ,-2,-3,4,-3,-12,-5,-2,-2
1511948399540350 ,-1,1,-1,-16,1,1,-1,-2
1511948399548410 ,0,-1,-1,28,-5,-2,1,0
1511948399548410 ,-1,1,-3,-28,7,-3,0,0
1511948399579450 ,-2,-2,10,12,-6,-2,-3,0
1511948399579450 ,-2,-3,-8,-18,-9,-2,-1,-2
1511948399579920 ,-1,-4,-5,16,4,1,-2,-3
1511948399579920 ,-2,-2,5,-33,-4,1,-1,-1
1511948399594530 ,-1,-2,-15,29,3,-3,-2,-2
1511948399594530 ,-2,-3,1,-21,-7,2,-2,-2
1511948399594960 ,-1,2,-2,14,2,-3,-2,-1
1511948399594960 ,-3,-2,6,16,4,2,-1,0
1511948399600480 ,1,0,1,-15,-16,-1,-2,-1
1511948399600480 ,-2,-3,-4,-4,-12,-3,-1,-1
1511948399608500 ,0,-3,-3,0,7,0,0,0
1511948399608500 ,-3,-1,-16,-6,-2,-2,-2,-1
1511948399631630 ,-1,-1,4,9,0,-5,-2,-4
1511948399631630 ,-4,-3,-4,10,2,-3,-1,0
1511948399632560 ,-1,0,7,6,-7,0,-1,-2
1511948399632560 ,-1,0,3,-15,-15,-3,-1,-2
1511948399654120 ,-3,-3,-10,-12,16,2,-1,-2
1511948399654120 ,-2,-2,-3,13,-4,-3,-2,-1
1511948399655120 ,-2,0,4,-16,3,-1,-3,-1
1511948399655120 ,-1,-3,0,5,-8,-3,-1,-2
1511948399660210 ,0,-2,-5,-16,12,3,0,-1
1511948399660210 ,0,1,1,7,10,6,1,-1
1511948399676180 ,0,0,2,8,-7,-2,-1,-1
1511948399676180 ,-1,-1,4,17,-8,1,0,-3
1511948399682760 ,-1,-3,3,-7,0,-5,-3,-1
1511948399682760 ,1,-1,-3,-2,-1,-2,0,-2
1511948399698760 ,0,-1,10,-13,4,-3,-3,-3
1511948399698760 ,-1,-3,-19,-8,-4,-3,-2,-2
1511948399737840 ,-3,-2,-5,12,2,-2,-2,0
1511948399737840 ,-2,-3,-1,-15,0,3,0,-1
1511948399738850 ,-2,-1,-4,-4,-11,-2,-1,-1
1511948399738850 ,-1,-1,5,-16,-7,-4,-2,-2
1511948399740350 ,1,-1,-2,-3,-2,2,0,-1
1511948399740350 ,-3,-4,-6,1,5,-4,-3,-2
1511948399744390 ,-1,-1,-4,-8,-5,-1,0,1
1511948399744390 ,-2,-2,0,7,-5,-4,-3,-2
1511948399745870 ,0,-1,-3,-14,8,3,-3,-1
1511948399745870 ,0,-2,-1,-9,-10,-2,-2,-2
1511948399750950 ,0,0,-5,6,-5,-2,-1,-3
1511948399750950 ,-2,-4,-3,5,8,-5,-1,-1
1511948399765990 ,0,-2,-4,-10,-15,-1,-2,-1
1511948399765990 ,-1,-1,5,15,6,1,-2,-4
1511948399766920 ,-1,-3,-1,-23,-7,-2,-1,0
1511948399766920 ,0,-2,-17,6,4,-2,-1,-1
1511948399780520 ,-3,0,7,-3,-5,-3,-1,-2
1511948399780520 ,-2,-7,-20,-3,6,-2,-3,-2
1511948399789480 ,1,1,6,-12,-1,1,-1,-1
1511948399789480 ,-1,1,13,12,-1,-3,-1,1
1511948399803070 ,-2,-3,-7,-7,-7,0,-1,-1
1511948399803070 ,-2,0,5,19,-7,-5,-2,-2
1511948399812040 ,-1,0,-2,-14,5,-1,0,0
1511948399812040 ,-4,-4,2,7,7,0,-4,-1
1511948399825080 ,-2,0,0,-6,3,-3,-1,0
1511948399825080 ,0,0,0,-5,-8,-2,-1,-3
1511948399834100 ,-1,-2,-2,-12,-19,-2,0,-1
1511948399834100 ,-1,0,9,1,0,1,-2,0
1511948399840620 ,-1,-2,-12,13,5,3,1,-2
1511948399840620 ,-2,-6,-11,-12,4,-5,-1,-2
1511948399849140 ,-1,2,1,0,-5,-5,-2,-1
1511948399849140 ,-1,-1,-6,-6,1,-1,0,0
1511948399862680 ,-4,-9,-2,19,-3,-3,-4,-3
1511948399862680 ,1,3,10,-24,-7,4,0,-2
1511948399871700 ,-3,-2,-19,-8,4,0,-1,-2
1511948399871700 ,-1,2,6,-2,-13,-2,1,0
1511948399885360 ,-2,-1,2,7,11,1,0,-1
1511948399885360 ,-3,-6,-17,4,-10,-5,-1,-1
1511948399894260 ,-3,0,7,1,-2,1,0,-1
1511948399894260 ,0,-4,-20,-9,6,-2,-1,-2
1511948399900400 ,-1,2,4,-16,-11,-4,-3,-2
1511948399900400 ,-2,1,8,8,3,3,-6,-2
1511948399909300 ,0,0,1,24,-1,-1,0,-1
1511948399909300 ,-2,-2,2,10,1,-4,0,-1
1511948399922850 ,-1,1,-3,13,11,-6,-3,1
1511948399922850 ,0,0,0,-4,-5,2,0,-1
1511948399931860 ,1,-1,-2,-1,7,-2,-1,0
1511948399931860 ,-1,1,0,-15,-3,-3,-2,-3
1511948399945400 ,-2,-1,0,14,-14,-4,-2,-1
1511948399945400 ,-3,3,4,-12,7,1,-1,-1
1511948399954420 ,0,-3,-17,-3,-9,2,0,0
1511948399954420 ,-1,-3,-1,3,0,1,-2,-2
1511948399960470 ,-1,-1,-1,-2,-2,0,1,-1
1511948399960470 ,-1,-6,-6,-19,-13,-2,-1,-2
1511948399969460 ,0,1,11,22,4,-3,-1,1
1511948399969460 ,0,-2,-2,-23,7,1,-2,-1
1511948399991530 ,-2,-1,1,-6,-19,-1,0,-2
1511948399991530 ,1,1,12,15,6,-3,-1,-1
1511948399993520 ,-4,-2,-12,-6,7,2,-1,-2
1511948399993520 ,0,-4,0,9,-1,1,-3,-1
1511948400014090 ,0,-1,0,8,1,3,1,-2
1511948400014090 ,-1,0,8,5,10,-2,-1,-1
1511948400023100 ,0,-1,1,-8,-4,-12,-3,-2
1511948400023100 ,-2,0,1,-11,-2,7,0,-2
1511948400024110 ,-3,-3,-6,-10,1,-4,-1,-2
1511948400024110 ,-3,1,6,6,-11,-1,-3,-1
1511948400029120 ,-1,-1,0,10,8,2,0,-1
1511948400029120 ,-2,-4,-1,-15,2,-5,-1,-2
1511948400042650 ,0,-3,-17,-16,-18,-3,-2,-2
1511948400042650 ,1,2,0,13,-15,-5,-2,-2
1511948400051680 ,-2,-10,-10,-30,9,2,0,-1
1511948400051680 ,-2,0,3,10,-8,-1,-1,-1
1511948400065340 ,-2,0,-1,10,19,3,0,-1
1511948400065340 ,-2,1,6,5,-12,-4,-2,-2
1511948400074240 ,0,2,-5,-4,-12,-3,-2,-1
1511948400074240 ,-5,-3,-4,-5,-3,-3,-3,-2
1511948400080320 ,-2,-1,6,10,4,1,-2,-2
1511948400080320 ,-1,-2,-6,-18,-1,-3,-1,0
1511948400089280 ,1,-4,-8,16,9,-3,-1,-2
1511948400089280 ,-2,-2,-1,3,-16,-4,-3,-2
1511948400102820 ,-2,1,5,-7,-2,-2,-1,-1
1511948400102820 ,-2,-2,-1,-2,14,1,0,-2
1511948400111900 ,-1,4,10,-15,-10,-2,0,-1
1511948400111900 ,0,-2,-11,-14,1,2,0,-1
1511948400125430 ,-1,-2,4,25,-6,-4,-1,-1
1511948400125430 ,-1,-4,-7,6,8,0,-2,-1
1511948400134460 ,-2,-4,-3,4,-6,-1,0,0
1511948400134460 ,-2,-1,-4,-12,-15,-6,-2,-2
1511948400149000 ,-1,0,6,-21,-5,-3,-2,-3
1511948400149000 ,-2,-4,-3,6,0,3,-2,-2
1511948400151000 ,-1,2,-21,10,0,-3,-2,-2
1511948400151000 ,-3,-6,3,5,9,1,-2,0
1511948400163060 ,-1,-1,-5,-30,-7,-3,-2,0
1511948400163060 ,-4,-4,-7,6,0,0,-2,-2
1511948400171580 ,2,1,12,22,0,-1,-1,0
1511948400171580 ,-2,2,4,11,-24,-6,0,0
1511948400186180 ,-1,-4,-10,2,26,2,-1,-2
1511948400186180 ,0,-2,2,-10,-22,-3,-1,-1
1511948400192640 ,-3,3,2,-12,4,5,0,-2
1511948400192640 ,0,1,-2,-1,-2,-2,-1,-2
1511948400200220 ,-2,-5,2,3,-7,-5,-2,-1
1511948400200220 ,-1,0,-2,-5,13,2,0,0
1511948400209180 ,-1,-3,-2,-4,-6,-3,-1,1
1511948400209180 ,-1,1,-1,15,9,1,-2,0
1511948400231800 ,-3,-2,3,9,-5,-2,-3,-2
1511948400231800 ,0,-3,-10,-14,1,-8,-2,-2
1511948400233240 ,-1,-2,1,-16,1,0,0,-1
1511948400233240 ,-2,-7,0,11,3,8,0,-1
1511948400254800 ,-1,-1,-18,-18,-2,-1,-1,0
1511948400254800 ,-3,-2,0,0,-1,-4,-1,-3
1511948400256300 ,-2,-1,4,5,-3,-2,-2,-1
1511948400256300 ,0,3,5,-1,2,-2,0,-1
1511948400269840 ,-2,-5,-5,-7,-16,0,-2,-3
1511948400269840 ,-1,-1,0,-5,2,-1,1,-2
1511948400271340 ,-3,-4,1,-11,1,-3,-2,-1
1511948400271340 ,0,-1,10,0,3,0,0,0
1511948400282940 ,-1,-2,-22,0,-6,0,-1,-2
1511948400282940 ,-3,-3,-16,-34,-6,-1,-2,-2
1511948400291900 ,1,2,3,17,0,-1,-1,-1
1511948400291900 ,0,-3,0,4,0,-4,-1,0
1511948400305960 ,-2,-1,1,-11,5,-3,0,0
1511948400305960 ,-1,-7,-17,1,1,0,-2,-2
1511948400313020 ,-2,0,-3,-2,1,-1,-2,0
1511948400313020 ,-1,3,3,-2,-11,-2,0,-1
1511948400336520 ,0,1,8,0,-2,1,-2,-3
1511948400336520 ,-1,-1,-2,3,5,2,-1,-2
1511948400338520 ,-2,-2,8,15,2,-2,-1,-1
1511948400338520 ,0,-1,-3,-12,1,-7,-2,-1
1511948400343150 ,-2,-3,8,10,-9,-4,-1,-1
1511948400343150 ,0,3,5,8,8,2,0,0
1511948400352060 ,0,1,-5,-28,-12,-2,0,-1
1511948400352060 ,-2,-3,-14,7,5,7,-1,-1
1511948400366660 ,-2,-2,3,3,17,2,1,0
1511948400366660 ,0,-1,5,2,-14,1,-2,-1
1511948400373140 ,-2,1,1,-18,0,-5,-2,-2
1511948400373140 ,0,0,4,-6,-1,-6,-2,-1
1511948400396700 ,-4,-8,-10,-22,-15,-5,-2,-1
1511948400396700 ,-1,0,-8,26,15,-1,2,-1
1511948400398180 ,-2,-1,9,11,-9,3,1,-2
1511948400398180 ,-1,-2,-22,-18,8,1,-1,-3
1511948400402720 ,0,2,9,1,-18,-4,-2,-2
1511948400402720 ,-1,0,9,0,-7,-4,-2,-1
1511948400411720 ,1,-1,0,11,14,2,0,0
1511948400411720 ,-1,0,1,-24,-14,-5,-1,-1
1511948400426260 ,0,-3,-5,24,5,1,-2,-3
1511948400426260 ,1,-2,12,2,4,0,-3,-1
1511948400440360 ,1,0,-5,-3,0,-2,-2,-1
1511948400440360 ,-1,-1,-1,-4,-3,-2,-1,0
1511948400449380 ,-1,1,-6,-9,1,-2,-2,-2
1511948400449380 ,-3,1,17,16,1,3,-1,0
1511948400450820 ,-2,-3,-6,15,-4,-1,0,-2
1511948400450820 ,-1,-5,-10,-17,-12,-4,-2,-2
1511948400462880 ,-2,0,0,20,13,0,-1,-2
1511948400462880 ,1,1,-2,-4,3,-6,-1,-3
1511948400471880 ,-3,0,5,-1,-5,0,-3,-1
1511948400471880 ,-2,-1,2,-18,-11,1,-1,-1
1511948400486070 ,-1,-3,-3,6,-3,1,0,-1
1511948400486070 ,-3,-2,-8,-28,-7,1,-1,-2
1511948400493020 ,1,-4,-6,19,-3,-8,-2,-1
1511948400493020 ,-2,-1,1,2,2,-3,-4,-2
1511948400509060 ,-2,1,5,-9,14,3,-2,-2
1511948400509060 ,-1,0,-9,2,-21,-7,-2,-1
1511948400510570 ,-2,-4,3,-16,8,4,0,0
1511948400510570 ,-1,0,6,20,1,-2,0,-1
1511948400531620 ,-2,-3,-11,-13,-6,4,-2,-2
1511948400531620 ,0,-2,-11,-26,11,-5,-1,-1
1511948400533120 ,0,1,14,-8,-11,-5,-2,-1
1511948400533120 ,-1,-9,-14,26,0,-4,-1,-1
1511948400546190 ,-1,-2,-8,-16,-3,-1,-2,0
1511948400546190 ,-1,1,3,4,-6,4,-1,-2
1511948400552810 ,0,-1,-5,-12,-1,3,0,-1
1511948400552810 ,-1,3,6,-16,-2,-4,-1,-1
1511948400569270 ,-1,1,13,20,4,-2,-1,0
1511948400569270 ,-3,-5,-14,5,-8,-5,-4,-2
1511948400570750 ,0,3,11,-11,2,2,-3,0
1511948400570750 ,1,-2,-27,5,-3,-3,-1,-1
1511948400582850 ,-4,-2,2,5,-3,-1,-1,-2
1511948400582850 ,-1,0,11,-3,7,4,0,1
1511948400591800 ,-2,-4,-10,-15,-2,0,1,-2
1511948400591800 ,-2,0,7,19,2,1,-2,0
1511948400605910 ,0,-1,-1,-20,-4,-6,-2,0
1511948400605910 ,-2,-1,0,3,-6,-7,-2,-2
1511948400614360 ,-3,-3,-22,-11,-3,3,-1,-1
1511948400614360 ,-3,-1,21,-3,2,-3,-2,-1
1511948400629430 ,0,-1,-11,14,-2,-6,-1,-1
1511948400629430 ,-2,-2,3,-27,0,6,-1,-1
1511948400630910 ,-1,-3,-4,12,16,0,-1,-2
1511948400630910 ,0,1,7,5,-18,1,0,0
1511948400643010 ,0,-1,-4,2,13,-4,-4,0
1511948400643010 ,-1,-3,-4,-9,0,-3,-1,-1
1511948400651960 ,-2,-5,-16,-1,-3,-2,-3,-2
1511948400651960 ,-1,1,8,8,4,2,0,-1
1511948400673520 ,-2,-2,-6,-12,-7,1,0,-2
1511948400673520 ,-1,0,-11,9,1,-5,-1,-1
1511948400682040 ,-2,0,18,9,-16,-3,-2,-1
1511948400682040 ,-1,-1,-3,-21,1,-5,0,-1
1511948400689130 ,0,1,-2,25,3,5,-1,-3
1511948400689130 ,0,0,-3,-9,6,2,1,-1
1511948400691070 ,-3,-2,10,21,-7,-6,-1,0
1511948400691070 ,0,-2,-5,-7,-2,2,-2,0
1511948400702620 ,0,0,8,-6,-9,-4,-2,0
1511948400702620 ,-3,0,-1,8,-4,0,-1,-3
1511948400719140 ,-1,-4,-2,-15,-1,-2,-3,-1
1511948400719140 ,-2,-3,-8,21,7,1,0,-1
1511948400726160 ,-1,0,-3,-30,-2,1,1,-1
1511948400726160 ,-2,-1,5,2,1,-2,-2,0
1511948400732690 ,-1,2,16,-5,0,-2,-1,1
1511948400732690 ,0,-4,-14,23,4,-1,-2,-1
1511948400749230 ,-1,1,1,11,0,-1,-3,-2
1511948400749230 ,-1,-2,-5,-40,-7,-2,-1,-3
1511948400750730 ,-1,-4,-12,-6,-4,-3,0,-1
1511948400750730 ,-2,3,-3,0,5,0,0,-1
1511948400762880 ,-2,-1,-3,-2,2,0,-1,0
1511948400762880 ,-2,-4,-2,14,-4,-2,1,-2
1511948400771780 ,0,3,-9,0,-4,0,-3,-1
1511948400771780 ,-2,-3,10,-17,0,-2,-2,-2
1511948400786060 ,-1,-2,-2,-1,-11,-5,-2,-2
1511948400786060 ,2,0,-1,23,14,3,-1,0
1511948400792630 ,-1,-2,-5,-5,-3,0,-1,-2
1511948400792630 ,-2,-4,-5,-8,-3,-1,-1,-2
1511948400809180 ,-1,-2,9,-19,5,-7,-1,-2
1511948400809180 ,-1,-2,2,0,-13,-2,-3,-2
1511948400810620 ,-1,-1,-1,14,-1,2,1,-1
1511948400810620 ,-2,-1,0,3,5,0,-2,-1
1511948400822650 ,-1,1,6,-21,-11,-3,-1,-1
1511948400822650 ,-1,-4,-11,2,5,-5,-2,0
1511948400831680 ,-2,-6,-10,5,-4,-1,-1,-1
1511948400831680 ,-3,-1,-5,-15,-11,-3,-2,-2
1511948400845780 ,-2,-1,0,9,-5,-1,-3,-1
1511948400845780 ,-1,0,10,1,7,1,-1,0
1511948400854230 ,0,-2,-6,-11,1,-4,-1,-1
1511948400854230 ,0,-4,-10,3,2,-4,-2,-1
1511948400869340 ,-2,0,6,-23,-5,1,1,0
1511948400869340 ,-2,0,0,46,-6,-2,-1,-1
1511948400870780 ,0,2,-3,-20,0,-3,-1,2
1511948400870780 ,-1,-1,8,-4,-5,-1,0,-2
1511948400890840 ,-1,0,2,15,8,1,0,-3
1511948400890840 ,-1,-1,-2,-29,-10,1,-1,-2
1511948400899360 ,-1,0,2,26,14,0,0,-2
1511948400899360 ,-2,-3,-5,-17,3,-1,-1,-2
1511948400905880 ,-1,-2,-4,14,1,-5,-1,0
1511948400905880 ,-2,2,2,5,10,-9,-1,0
1511948400912900 ,-2,-2,-4,-17,-30,4,-2,-1
1511948400912900 ,-1,-1,-1,7,-2,-1,-1,-1
1511948400929440 ,-1,0,3,17,9,4,-1,-2
1511948400929440 ,0,0,-5,-2,-7,3,-1,-1
1511948400930940 ,-1,1,14,-2,7,-5,-1,-1
1511948400930940 ,-1,-2,-10,-23,-6,-7,-5,-1
1511948400943060 ,-3,-8,-4,26,-7,-3,-2,-2
1511948400943060 ,0,1,-17,-8,5,3,0,0
1511948400959570 ,-2,-9,-8,4,-2,-3,-3,-3
1511948400959570 ,-3,-4,2,5,-4,-2,-2,-3
1511948400966090 ,-1,0,6,-18,-3,-6,-1,-2
1511948400966090 ,1,-2,-13,0,-4,0,-2,0
1511948400980630 ,-2,1,7,1,1,1,1,-1
1511948400980630 ,-2,-1,0,12,4,-2,-2,-1
1511948400989150 ,-2,0,-3,-17,-9,2,-1,-1
1511948400989150 ,0,-1,1,-6,4,4,2,-1
1511948400990650 ,-1,-3,-12,-25,-8,-7,-3,-2
1511948400990650 ,-2,-5,2,4,2,-6,-3,-2
1511948401002750 ,0,0,-9,-9,4,5,-1,-2
1511948401002750 ,0,0,13,4,-8,0,-2,-2
1511948401028250 ,-1,1,13,-1,2,-6,-3,-3
1511948401028250 ,-2,-1,-17,7,-4,-2,0,0
1511948401029260 ,0,-3,-4,-10,6,7,-2,-4
1511948401029260 ,0,0,12,-5,-8,-2,-1,0
1511948401032830 ,-2,-4,-26,46,-2,-3,-4,-1
1511948401032830 ,-1,4,10,-34,0,1,-2,-2
1511948401049370 ,-3,-8,-6,-1,4,-4,-2,-1
1511948401049370 ,-1,-1,-1,-5,-12,-3,-1,-1
